RowNumber,CustomerId,Firstname,Lastname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1582,15576517,Frank,Taylor,445,Germany,Female,,7,131082.17,2,1,1,70618,0
1583,15631072,Frank,Davis,690,France,Male,38,1,94456,2,0,1,55034.02,0
1584,15730394,Eva,Smith,709,France,Female,43,8,0,2,0,0,168035.62,1
1585,15631460,Eva,Williams,671,Spain,Female,42,3,0,2,1,1,128449.33,0
1586,15692002,Bob,Jones,538,France,Male,33,6,93791.38,1,1,1,199249.29,0
1587,15595282,Hank,Jones,735,France,Female,33,4,0,2,1,0,149474.69,0
1588,15789548,Hank,Taylor,592,France,Female,37,7,0,2,1,1,126726.33,0
1589,15758035,Alice,Johnson,747,France,Male,61,7,155973.13,1,0,1,147554.26,0
1590,15617518,Hank,Taylor,675,Germany,Male,36,7,89409.95,1,1,1,149399.7,0
1591,15651802,Eva,Davis,632,Spain,Female,39,5,97854.37,2,1,0,93536.38,0
1592,15631813,Bob,Jones,621,France,Male,39,6,0,2,1,1,58883.91,0
1593,15729668,Bob,Miller,521,Spain,Male,29,3,60280.62,1,1,0,154271.41,0
1594,15741728,Frank,Miller,591,Spain,Male,,7,135216.8,1,1,1,122022.89,0
1595,15576676,Ivy,Jones,706,Germany,Female,28,6,124923.35,2,1,1,50299.14,0
1596,15711378,Alice,Davis,677,France,Male,38,4,0,2,1,0,187800.63,0
1597,15765520,Frank,Wilson,769,Germany,Male,27,7,188614.07,1,1,0,171344.09,0
1598,15656726,Ivy,Brown,771,France,Male,32,5,62321.62,1,1,1,40920.59,0
1599,15647842,Hank,Brown,601,Germany,Female,48,8,120782.7,1,1,0,63940.68,1
1600,15719309,Frank,Davis,670,France,Female,42,1,115961.58,2,0,1,29483.87,0
1601,15748718,Carol,Smith,517,France,Male,28,2,115062.61,1,1,0,179056.23,0
1602,15594404,Hank,Brown,834,France,Female,49,8,160602.25,2,1,0,129273.94,0
1603,15751158,Ivy,Garcia,571,France,Female,42,4,108825.34,3,1,0,55558.51,1
1604,15593470,Alice,Brown,576,Germany,Female,36,8,166287.85,1,1,1,23305.85,0
1605,15695129,Ivy,Garcia,718,France,Female,31,1,152663.77,1,0,1,17128.64,0
1606,15640865,Frank,Jones,636,Germany,Female,31,9,80844.69,2,1,1,74641.9,0
1607,15714080,Frank,Wilson,566,Germany,Female,40,2,97001.36,2,1,0,154486.01,0
1608,15648721,David,Taylor,711,France,Male,64,4,0,2,1,1,3185.67,0
1609,15801466,Alice,Wilson,574,France,Female,39,2,122524.61,2,1,0,88463.63,0
1610,15750248,Jack,Brown,619,France,Female,35,8,132292.63,1,1,0,65682.93,0
1611,15758726,Hank,Brown,588,France,Female,24,0,0,2,1,1,140586.08,0
1612,15781553,Bob,Davis,760,Germany,Female,49,9,91502.99,1,1,0,117232.9,1
1613,15649121,Alice,Taylor,665,France,Male,52,3,0,1,1,0,116137.01,1
1614,15674811,Bob,Brown,739,Germany,Male,29,3,59385.98,2,1,1,105533.96,0
1615,15646037,Alice,Johnson,641,France,Male,77,9,0,3,1,1,81514.06,0
1616,15722578,Alice,Johnson,685,Germany,Female,21,6,97956.5,1,1,1,164966.27,0
1617,15665695,Ivy,Smith,594,France,Female,49,4,0,2,1,1,23631.55,0
1618,15801062,Alice,Jones,557,Spain,Female,40,4,0,2,0,1,105433.53,0
1619,15662955,David,Garcia,697,France,Male,27,8,141223.68,2,1,0,90591.15,0
1620,15770309,Jack,Wilson,656,France,Male,18,10,151762.74,1,0,1,127014.32,0
1621,15657386,Frank,Jones,712,Germany,Male,43,1,141749.74,2,0,1,90905.26,0
1622,15777797,Grace,Garcia,689,Spain,Male,38,5,75075.14,1,1,1,8651.92,1
1623,15783955,Bob,Garcia,697,France,Female,25,4,165686.11,2,1,0,15467.98,0
1624,15804516,Frank,Williams,589,France,Male,38,2,0,1,1,0,79915.28,0
1625,15681758,Grace,Brown,525,Spain,Female,25,10,0,2,1,0,69361.95,0
1626,15630321,Jack,Smith,680,France,Male,44,3,0,2,1,0,86935.08,0
1627,15588248,Jack,Brown,617,France,Female,28,0,0,2,1,1,7597.83,1
1628,15591932,Bob,Smith,680,France,Male,32,5,92961.61,1,1,0,116957.6,0
1629,15810347,Bob,Jones,662,Spain,Female,30,9,0,2,0,1,157884.83,0
1630,15595303,Jack,Davis,736,Germany,Male,46,5,130812.91,1,1,1,77981.54,1
1631,15634950,Grace,Davis,657,Germany,Male,57,8,107174.58,1,1,1,126369.55,1
1632,15685372,Alice,Jones,350,Spain,Male,,1,152677.48,1,1,1,191973.49,1
1633,15745827,Hank,Taylor,617,France,Male,30,3,132005.77,1,1,0,142940.39,0
1634,15755868,Carol,Johnson,562,France,Male,35,7,0,1,0,0,48869.67,0
1635,15735222,Frank,Garcia,705,Spain,Female,23,5,0,2,1,1,73131.73,0
1636,15604804,Ivy,Smith,516,France,Female,33,7,127305.5,1,1,1,120037.36,0
1637,15718944,Frank,Miller,573,France,Female,37,6,0,2,1,0,193995.37,0
1638,15678626,Ivy,Brown,538,Spain,Female,31,0,0,2,0,0,179453.66,0
1639,15571550,Grace,Jones,699,France,Male,39,9,0,1,1,0,80963.92,0
1640,15723053,Ivy,Garcia,504,Germany,Male,32,8,170291.22,2,0,1,15658.99,0
1641,15661528,Bob,Smith,583,Spain,Male,47,5,102562.23,1,1,0,92708.1,0
1642,15754177,Hank,Wilson,712,Spain,Male,53,2,111061.01,2,0,0,26542.17,0
1643,15683544,Hank,Taylor,626,Spain,Male,62,3,0,1,1,1,65010.74,0
1644,15708048,Bob,Brown,631,France,Female,34,4,124379.14,1,1,0,106892.91,0
1645,15701109,David,Davis,663,France,Female,37,7,0,1,1,1,185210.63,0
1646,15600110,Grace,Jones,506,Germany,Female,41,3,57745.76,1,1,0,4035.46,0
1647,15651533,David,Davis,570,Germany,Female,50,5,129293.74,1,1,0,177805.44,1
1648,15777904,David,Smith,703,France,Female,45,7,0,2,1,1,68831.72,0
1649,15655574,Frank,Davis,698,Germany,Female,40,8,150777.1,1,1,0,114732.62,0
1650,15569423,Jack,Brown,731,Spain,Male,41,4,0,2,1,0,22299.27,0
1651,15718106,Frank,Johnson,625,France,Male,34,6,0,2,0,0,197283.2,0
1652,15585067,Jack,Garcia,634,Spain,Male,31,9,108632.48,1,1,1,179485.96,1
1653,15675501,Carol,Johnson,616,France,Male,59,5,153861.1,1,1,1,17699.48,0
1654,15633233,Ivy,Jones,500,France,Male,56,1,100374.58,1,1,0,118490.8,1
1655,15667134,Jack,Johnson,446,France,Male,,8,0,2,0,0,133292.94,0
1656,15659105,Bob,Williams,669,France,Female,47,9,61196.54,1,1,0,58170.24,0
1657,15575409,Frank,Garcia,581,Germany,Male,31,6,116891.72,1,1,0,107137.3,0
1658,15752342,Grace,Smith,704,Germany,Female,54,6,133656.91,3,1,0,145071.33,1
1659,15654851,Ivy,Garcia,748,France,Male,44,2,92911.52,1,0,1,85495.24,0
1660,15741429,Carol,Williams,680,Spain,Female,31,9,119825.75,2,1,1,101139.3,0
1661,15682356,Jack,Miller,655,France,Female,37,7,111852.84,2,1,0,10511.13,0
1662,15806447,Carol,Johnson,690,Germany,Male,32,0,106683.52,2,1,1,137916.49,0
1663,15800229,Grace,Garcia,695,Germany,Male,40,7,139022.24,1,0,1,193383.13,0
1664,15663441,David,Davis,700,Germany,Female,40,4,148571.07,1,1,0,189826.96,1
1665,15791991,Hank,Smith,773,France,Male,52,4,0,1,0,1,144113.42,0
1666,15775082,Grace,Wilson,749,France,Male,42,1,129776.72,2,0,1,143538.51,0
1667,15579706,Eva,Jones,611,France,Female,46,5,0,1,1,0,77677.14,1
1668,15718247,Grace,Jones,606,Spain,Female,46,8,0,2,1,1,183717.94,0
1669,15755722,Carol,Jones,554,France,Male,24,10,0,1,0,0,92180.62,0
1670,15582259,Bob,Garcia,567,France,Female,37,7,0,2,1,1,28690.9,0
1671,15716994,Frank,Johnson,559,Spain,Male,24,3,114739.92,1,1,0,85891.02,1
1672,15586880,Bob,Garcia,594,Germany,Male,41,2,122545.65,2,1,1,42050.24,0
1673,15713854,Carol,Brown,513,France,Female,37,6,0,2,1,0,110142.34,0
1674,15780835,Frank,Davis,652,Germany,Female,26,1,131908.35,1,1,1,179269.79,0
1675,15675896,Eva,Wilson,680,Germany,Female,42,7,105722.69,1,1,1,90558.24,1
1676,15658459,Hank,Wilson,784,Spain,Male,33,10,0,2,1,0,162022.47,0
1677,15658057,Ivy,Davis,812,Spain,Female,44,8,0,3,1,0,66926.83,1
1678,15801767,Carol,Williams,784,Spain,Female,40,8,0,2,1,0,108891.3,0
1679,15569178,Jack,Taylor,570,France,Female,18,4,82767.42,1,1,0,71811.9,0
1680,15731478,Carol,Brown,712,France,Female,42,1,87842.98,1,0,0,92223.59,0
1681,15811236,Carol,Smith,705,Spain,Male,39,6,133261.13,1,1,1,78065.9,0
1682,15746749,Frank,Wilson,681,Spain,Female,32,3,0,2,1,1,59679.9,0
1683,15662758,Alice,Jones,620,France,Male,41,0,97925.11,1,1,0,85000.32,0
1684,15709387,Grace,Garcia,711,France,Male,52,5,0,1,1,1,159808.95,0
1685,15572093,Alice,Williams,613,France,Female,24,7,140453.91,1,1,0,129001.3,0
1686,15713826,Eva,Taylor,613,Germany,Female,20,0,117356.19,1,0,0,113557.7,1
1687,15570205,Jack,Davis,682,Spain,Male,36,5,0,2,1,1,147758.51,0
1688,15589348,Hank,Miller,850,Spain,Male,37,4,137204.77,1,1,1,28865.59,0
1689,15804610,David,Smith,601,France,Female,41,1,0,2,0,1,160607.06,0
1690,15700854,Eva,Taylor,595,Spain,Male,35,8,0,1,1,0,100015.79,1
1691,15758836,David,Jones,675,Spain,Male,36,3,54098.18,2,0,1,54478.52,0
1692,15772933,David,Taylor,591,Spain,Male,31,8,0,1,1,1,141677.33,0
1693,15809006,Hank,Wilson,602,France,Male,23,7,113758.48,2,0,0,84077.6,0
1694,15689612,Bob,Garcia,554,Spain,Female,34,8,0,1,0,1,106981.03,0
1695,15744614,Alice,Davis,541,France,Male,37,9,118636.92,1,1,1,73551.44,0
1696,15704250,Carol,Taylor,506,France,Male,34,7,0,2,0,0,115842.1,0
1697,15700255,Ivy,Smith,814,Germany,Male,44,8,95488.82,2,0,0,107013.59,0
1698,15669410,David,Taylor,683,France,Male,30,8,110829.52,2,0,0,24938.84,0
1699,15807595,Jack,Miller,485,Germany,Male,51,7,144244.59,2,1,0,51113.14,0
1700,15664523,Eva,Williams,696,Germany,Female,31,8,122021.92,2,1,0,33828.64,0
1701,15642833,Bob,Wilson,608,France,Female,30,8,0,2,1,0,128875.86,0
1702,15605279,David,Garcia,792,France,Male,50,9,0,4,1,1,194700.81,1
1703,15713644,Bob,Jones,686,Spain,Male,22,5,0,2,1,0,158974.45,0
1704,15750466,Bob,Davis,790,Germany,Male,42,1,85839.62,1,1,0,198182.73,0
1705,15739054,David,Davis,654,France,Female,29,4,96974.97,1,0,1,141404.07,0
1706,15612771,Frank,Williams,452,France,Male,35,4,148172.44,1,1,1,4175.68,0
1707,15788483,Grace,Johnson,719,Spain,Male,38,0,0,1,1,0,126876.47,0
1708,15732832,Jack,Johnson,707,France,Female,40,5,0,2,1,0,41052.82,0
1709,15772892,Carol,Jones,699,France,Female,49,2,0,1,0,0,105760.01,0
1710,15713843,Carol,Taylor,850,Spain,Male,30,2,0,2,0,1,27937.12,0
1711,15567993,Jack,Miller,828,Spain,Male,28,8,134766.85,1,1,0,79355.87,0
1712,15617603,Frank,Davis,850,Germany,Male,30,5,123210.56,2,1,1,102180.27,0
1713,15744983,Carol,Taylor,712,Spain,Male,47,1,139887.01,1,1,1,95719.73,0
1714,15630419,Bob,Davis,634,France,Male,44,9,149961.11,1,1,0,57121.51,0
1715,15738828,Hank,Davis,730,Germany,Male,45,6,152880.97,1,0,0,162478.11,0
1716,15778025,Eva,Taylor,685,Germany,Male,43,9,108589.47,2,0,1,194808.51,0
1717,15799479,Alice,Williams,809,Spain,Male,33,9,0,1,1,1,124045.65,0
1718,15684269,Carol,Johnson,707,Spain,Female,35,3,56674.48,1,1,0,17987.4,1
1719,15762745,Jack,Brown,648,Spain,Male,32,8,0,1,1,0,133653.38,0
1720,15746970,Hank,Smith,760,Spain,Female,57,1,0,2,1,1,25101.17,0
1721,15725024,David,Williams,805,Germany,Female,33,3,105663.56,2,0,1,33330.89,0
1722,15592116,Grace,Wilson,585,France,Female,39,7,0,2,1,0,2401.26,0
1723,15624391,Jack,Miller,595,Spain,Female,30,5,100683.54,1,1,1,178361.04,0
1724,15567422,Bob,Miller,630,France,Male,42,6,0,2,1,0,162697.93,0
1725,15612627,Grace,Smith,627,Germany,Male,29,5,139541.58,2,1,0,80607.33,0
1726,15574879,Eva,Miller,631,Germany,Female,37,2,121801.72,2,0,1,23146.62,0
1727,15745107,Eva,Taylor,776,Germany,Male,38,5,112281.7,1,0,1,89893.6,0
1728,15734491,Frank,Miller,676,Spain,Female,36,4,0,2,1,1,3173.31,0
1729,15675320,Ivy,Brown,758,Spain,Female,40,5,93499.82,2,0,0,123218.81,0
1730,15643824,Frank,Miller,637,France,Male,33,0,132255.99,2,0,1,74588.41,0
1731,15643438,Hank,Davis,850,France,Male,20,7,0,2,1,0,31288.77,0
1732,15721730,Grace,Williams,601,Spain,,,4,0,2,1,0,58561.31,0
1733,15680727,Ivy,Taylor,735,France,Male,49,5,121973.28,1,1,0,148804.36,0
1734,15752508,David,Johnson,614,Germany,Male,32,7,99462.8,2,1,1,51117.06,0
1735,15808846,Bob,Miller,672,Germany,Female,21,3,165878.76,2,1,1,164537.17,0
1736,15727251,Grace,Jones,642,France,Male,30,8,117494.27,1,0,0,61977.82,0
1737,15663489,Frank,Jones,633,Germany,Female,29,0,138577.34,1,1,0,193362.99,0
1738,15683677,Alice,Jones,769,Spain,Male,39,9,0,1,1,1,47722.79,0
1739,15596414,Ivy,Miller,796,Spain,Male,41,8,107525.07,1,1,0,18510.41,0
1740,15730639,Ivy,Wilson,715,France,Male,,7,139224.92,2,1,0,65057.71,0
1741,15672132,Bob,Davis,695,France,Female,42,7,121453.63,1,0,0,46374.64,0
1742,15742638,Carol,Garcia,747,France,Female,25,4,0,2,0,1,42039.67,0
1743,15578603,Eva,Miller,584,Germany,Female,54,1,77354.37,1,0,0,138192.98,1
1744,15726088,Eva,Wilson,476,France,Male,40,6,0,1,1,1,22735.45,0
1745,15682533,Alice,Garcia,850,France,Female,,7,79259.99,1,0,1,186910.74,0
1746,15772995,Hank,Smith,529,France,Male,30,2,116295.29,1,1,0,75285.47,0
1747,15765694,Hank,Brown,584,Spain,Female,59,1,0,1,0,1,130260.11,1
1748,15659486,David,Davis,586,Germany,Male,34,9,74309.81,1,1,0,15034.93,0
1749,15568963,Grace,Miller,674,Germany,Male,34,2,152797.9,1,1,0,175709.4,1
1750,15703820,Jack,Williams,552,France,Male,42,9,133701.07,2,1,0,101069.71,1
1751,15569410,Carol,Taylor,601,Germany,Female,33,7,114430.18,2,1,1,153012.13,0
1752,15632256,Frank,Williams,541,France,Male,29,7,127504.57,1,0,0,86173.92,0
1753,15724466,Jack,Williams,744,Germany,Female,41,2,84113.41,1,1,0,197548.63,0
1754,15777639,Jack,Smith,595,Spain,Female,23,10,101126.66,2,0,0,37042.8,0
1755,15802501,Ivy,Taylor,724,Germany,Male,33,5,103564.83,2,1,0,121085.72,0
1756,15778410,Alice,Smith,533,Spain,Female,52,7,0,1,0,1,194113.99,1
1757,15670702,Eva,Garcia,618,France,Male,37,2,168178.21,2,0,1,101273.23,0
1758,15704763,David,Smith,523,Germany,Female,39,1,143903.11,1,1,1,118711.75,1
1759,15645544,Hank,Jones,642,Germany,Female,30,5,129753.69,1,1,0,582.53,0
1760,15757646,Alice,Brown,584,France,Male,35,9,0,2,1,0,192381.21,0
1761,15701121,Ivy,Jones,521,France,,,5,110641.18,1,0,1,136507.69,1
1762,15796313,Frank,Miller,662,France,Female,36,4,166909.2,2,1,0,138871.12,1
1763,15815660,David,Garcia,758,France,Female,34,1,154139.45,1,1,1,60728.89,0
1764,15602844,Ivy,Wilson,717,France,Male,38,7,97459.06,1,0,0,189175.71,0
1765,15636238,Eva,Garcia,611,France,Male,40,1,0,2,1,1,102547.56,0
1766,15770101,Eva,Wilson,766,Germany,Male,43,6,112088.04,2,1,1,36706.56,0
1767,15645543,Eva,Brown,636,France,Female,34,3,0,2,1,1,44756.25,0
1768,15596397,Alice,Smith,814,France,Female,48,7,0,2,1,1,132870.15,0
1769,15770525,Alice,Smith,760,Spain,Male,28,1,141038.57,2,0,0,16287.38,0
1770,15684267,Hank,Taylor,607,Germany,Male,39,2,84468.67,2,1,1,121945.42,0
1771,15689980,Hank,Miller,725,Spain,Female,36,4,118520.26,1,0,0,131173.9,1
1772,15633260,Frank,Williams,600,France,Male,37,1,142663.46,1,0,1,88669.89,0
1773,15756471,David,Johnson,656,Germany,Male,27,4,118627.16,2,1,1,160835.3,0
1774,15721303,Bob,Garcia,640,Spain,Male,34,1,137523.02,1,0,0,24761.36,0
1775,15802256,Bob,Garcia,439,France,Male,28,7,110976.23,2,1,0,138526.96,0
1776,15725664,Ivy,Miller,549,France,Female,38,8,107283.4,1,0,0,157442.75,0
1777,15674851,Eva,Jones,622,France,Male,38,5,0,2,0,0,105295.77,0
1778,15701946,David,Davis,715,France,Male,34,4,124314.45,1,0,0,97782.92,0
1779,15748947,Jack,Miller,657,France,Female,41,5,95858.37,1,1,1,68255.88,0
1780,15673342,Alice,Johnson,703,France,Male,36,2,0,2,1,0,108790.95,0
1781,15601008,Grace,Smith,802,France,Male,33,8,0,2,1,0,143706.18,0
1782,15771636,Carol,Wilson,793,Spain,Female,36,0,0,1,0,0,148993.47,0
1783,15642002,Frank,Jones,554,France,Female,35,6,117707.18,2,0,0,95277.15,1
1784,15693381,Eva,Jones,533,Spain,Male,38,1,135289.33,2,0,1,152956.33,0
1785,15607691,Eva,Taylor,658,France,Male,36,8,174060.46,1,1,1,94925.62,0
1786,15589380,Eva,Brown,713,Germany,Male,40,3,114446.84,2,1,1,87308.18,0
1787,15603846,Alice,Johnson,711,Spain,Male,37,2,0,2,1,0,83978.86,1
1788,15753549,Alice,Jones,669,France,Male,25,1,157848.53,1,0,0,37543.93,1
1789,15725355,Carol,Johnson,439,France,Female,43,8,0,1,0,1,104889.3,0
1790,15773017,Jack,Miller,763,Spain,Female,37,6,0,2,1,1,149705.25,0
1791,15625641,David,Wilson,697,Germany,Female,74,3,108071.36,2,1,1,16445.79,0
1792,15776467,Eva,Wilson,702,Spain,Female,35,8,14262.8,2,1,0,54689.16,0
1793,15746451,Bob,Garcia,686,Spain,Male,41,7,102749.72,1,0,1,194913.86,0
1794,15777922,Hank,Smith,629,Spain,Male,36,1,161757.87,2,1,1,146371.72,0
1795,15606841,Bob,Garcia,823,France,Male,38,1,0,2,1,0,156603.7,0
1796,15757648,Ivy,Jones,683,Germany,Female,35,5,95698.79,1,0,1,182566.76,0
1797,15677173,Bob,Brown,555,France,Male,37,9,124969.13,1,1,0,60194.05,0
1798,15764170,Ivy,Garcia,647,Germany,Male,,4,93960.35,1,1,0,36579.53,1
1799,15610446,Grace,Garcia,714,France,Female,51,4,88308.87,3,0,0,5862.53,1
1800,15612776,Hank,Garcia,850,Spain,Female,39,10,0,2,1,1,143030.09,0
1801,15794122,Bob,Johnson,713,France,Female,59,3,0,2,1,1,62700.08,0
1802,15774931,Grace,Miller,452,France,Male,30,7,112935.87,1,1,1,99017.34,0
1803,15779247,Frank,Brown,683,Spain,Female,24,8,98567.1,1,1,0,187987.01,0
1804,15707078,David,Wilson,577,France,Female,26,1,180530.51,1,0,0,123454.62,0
1805,15605263,Grace,Taylor,552,France,Male,33,5,140931.57,1,0,1,10921.5,0
1806,15607381,David,Johnson,769,Germany,Female,31,7,148913.72,2,1,0,53817.23,0
1807,15683471,Bob,Jones,691,France,Male,38,7,0,2,0,0,81617.4,0
1808,15605037,Jack,Brown,818,France,Female,49,2,0,1,0,1,192298.84,1
1809,15576085,Grace,Wilson,739,France,Male,41,5,0,2,0,0,143882.25,0
1810,15770435,Hank,Brown,639,France,Female,50,6,115335.32,2,1,1,53130.41,0
1811,15592994,Bob,Davis,651,France,Female,65,0,0,2,1,1,190454.04,0
1812,15624068,Eva,Davis,779,France,Female,26,0,0,2,0,1,111906,0
1813,15595221,Alice,Garcia,850,Germany,Female,33,7,134678.13,1,1,0,113177.95,0
1814,15637131,Grace,Garcia,829,France,Male,38,9,0,2,1,0,30529.88,0
1815,15613471,Hank,Davis,579,Germany,Male,31,2,90547.48,2,1,1,18800.13,0
1816,15583499,Frank,Taylor,510,France,Male,,9,103324.78,1,1,1,46127.7,0
1817,15752816,Eva,Wilson,531,France,Male,29,3,114590.58,1,0,0,75585.48,0
1818,15804075,Frank,Jones,628,Germany,Female,36,3,91286.51,1,1,0,63085.94,0
1819,15800517,Bob,Smith,633,Spain,Male,32,5,163340.12,2,1,1,74415.2,0
1820,15712319,Alice,Smith,714,Spain,Male,45,8,150900.29,2,0,1,139889.15,0
1821,15797389,Grace,Johnson,604,Spain,Male,23,9,124577.33,1,1,1,7267.25,0
1822,15621432,Grace,Taylor,630,Spain,Male,35,1,0,2,0,0,186826.22,0
1823,15779390,Jack,Taylor,850,Spain,Female,31,4,91292.7,1,1,1,162149.07,0
1824,15711219,Jack,Jones,788,Germany,Female,57,8,93716.72,1,1,1,180150.49,1
1825,15770498,Bob,Brown,798,France,Female,37,4,111723.08,1,1,1,83478.12,0
1826,15678727,Bob,Smith,770,Germany,Male,,4,110765.68,1,1,0,26163.74,1
1827,15573893,Alice,Brown,569,Germany,Male,25,9,173459.45,2,1,1,44381.06,0
1828,15740104,Jack,Brown,425,Spain,Female,22,7,169649.73,2,0,1,136365,1
1829,15792649,Hank,Taylor,547,Spain,Female,31,9,0,2,0,0,99294.22,0
1830,15605275,Hank,Brown,725,Germany,Male,45,8,116917.07,1,0,0,173464.43,1
1831,15572467,Alice,Smith,506,France,Male,37,5,0,2,1,1,127543.81,0
1832,15738219,Hank,Wilson,632,France,Female,36,7,0,2,1,1,52526.65,0
1833,15600710,Ivy,Williams,620,France,Male,,0,0,1,1,0,32589.45,0
1834,15804394,David,Brown,663,Germany,Male,32,8,130627.66,1,1,0,47161.25,1
1835,15694188,Alice,Jones,700,Spain,Female,46,5,56580.95,2,0,1,45424.13,0
1836,15583718,Alice,Miller,696,Germany,Male,38,6,142316.14,1,1,1,8018.49,0
1837,15802478,Carol,Garcia,767,Spain,Male,31,6,0,2,1,1,195668,0
1838,15619343,Eva,Jones,561,France,Male,56,7,152759,2,1,0,133167.11,1
1839,15758813,Eva,Davis,350,Germany,Male,39,0,109733.2,2,0,0,123602.11,1
1840,15761374,Ivy,Smith,706,France,Male,54,9,117444.51,1,1,1,186238.85,0
1841,15569209,Jack,Miller,464,Spain,Female,,5,76001.57,1,1,1,158668.87,0
1842,15788539,Bob,Garcia,501,France,Female,34,3,107747.57,1,1,0,9249.36,0
1843,15747222,Bob,Jones,745,Spain,Female,35,8,0,2,1,1,116581.1,0
1844,15769346,Frank,Miller,587,France,Female,36,1,134997.49,2,1,0,44688.08,0
1845,15699634,Ivy,Williams,667,France,Female,48,2,0,2,1,1,148608.39,0
1846,15589076,Alice,Smith,737,France,Male,36,9,0,1,0,1,188670.9,1
1847,15812338,Ivy,Wilson,485,Spain,Female,30,7,0,1,1,0,107067.37,0
1848,15758845,Ivy,Johnson,590,Spain,Female,37,0,64345.21,1,0,1,61759.33,1
1849,15685844,Ivy,Taylor,518,Germany,Female,35,8,141665.63,1,0,1,192776.64,0
1850,15583090,Eva,Williams,581,Spain,Female,29,8,0,2,1,0,46735.19,0
1851,15587581,Ivy,Davis,785,Germany,Female,33,5,136624.6,2,1,1,169117.74,0
1852,15633640,David,Taylor,799,France,Female,52,4,161209.66,1,1,1,89081.41,0
1853,15573741,Bob,Wilson,698,Spain,Male,38,10,95010.92,1,1,1,105227.86,0
1854,15633574,Frank,Williams,730,France,Female,41,4,167545.32,1,1,0,128246.81,0
1855,15711455,David,Garcia,740,Germany,Female,36,4,109044.6,1,0,0,94554.74,1
1856,15570601,Frank,Miller,785,France,Female,47,9,122031.55,1,1,1,33823.5,1
1857,15690925,Carol,Smith,527,Spain,Female,29,2,27755.97,1,1,0,97468.44,1
1858,15709338,Frank,Miller,544,France,Female,29,1,118560.55,1,1,1,164137.36,0
1859,15780746,Bob,Brown,705,France,Male,61,4,0,2,1,1,191313.7,0
1860,15681956,Bob,Jones,684,France,Male,34,9,0,2,1,1,65257.57,0
1861,15778190,Ivy,Davis,639,Spain,Female,28,8,97840.72,1,1,1,178222.77,0
1862,15786852,Grace,Brown,565,Germany,Female,38,2,158651.29,2,1,1,179445.28,0
1863,15726494,Carol,Brown,481,France,Male,,9,175303.06,1,1,0,65500.53,1
1864,15641183,Alice,Davis,731,Spain,Male,,8,96950.21,1,1,0,97877.92,0
1865,15805312,Hank,Jones,607,France,Male,45,7,123859.6,1,0,1,113051.57,0
1866,15636572,Frank,Garcia,760,France,Female,32,7,0,2,1,1,105969.05,0
1867,15632575,Grace,Jones,559,France,Female,70,9,0,1,1,1,122996.76,0
1868,15740164,Ivy,Smith,715,France,Female,33,3,85227.84,1,1,1,68087.15,0
1869,15574947,Eva,Miller,656,France,Male,36,8,97786.08,2,0,1,21478.36,0
1870,15597909,Alice,Garcia,652,Germany,Male,33,7,128135.99,1,1,0,158437.73,0
1871,15782574,Jack,Johnson,624,Spain,Male,33,6,0,2,0,0,76551.7,0
1872,15734999,Grace,Miller,634,Spain,Male,36,2,85996.19,1,1,0,15887.68,0
1873,15706593,Eva,Garcia,850,Spain,Female,50,10,0,2,1,1,33741.84,0
1874,15766686,Carol,Jones,659,Germany,Female,39,1,104502.11,1,1,0,20652.69,0
1875,15590268,Ivy,Davis,529,Spain,Male,35,5,95772.97,1,1,1,112781.5,0
1876,15763055,Alice,Jones,572,Spain,Male,31,5,98108.79,1,0,1,119996.95,0
1877,15664754,Alice,Johnson,640,Germany,Male,39,9,131607.28,4,0,1,6981.43,1
1878,15643630,Alice,Garcia,770,Spain,Male,55,9,63127.41,2,1,0,185211.28,1
1879,15641043,Carol,Smith,648,Spain,Male,35,7,0,2,1,1,78436.36,0
1880,15768095,Frank,Jones,579,France,Male,31,9,0,1,0,1,139048,0
1881,15811314,Jack,Garcia,589,Germany,Female,36,9,140355.56,2,1,0,136329.96,0
1882,15669922,Carol,Miller,530,Spain,Female,36,2,0,2,1,1,14721.8,0
1883,15707114,Hank,Johnson,831,France,Male,30,2,0,2,0,1,3430.38,0
1884,15670602,Jack,Smith,790,Germany,Male,24,7,107418.27,1,0,1,160450.21,0
1885,15713479,Bob,Garcia,656,France,Male,35,6,0,2,1,0,1485.27,0
1886,15663830,Ivy,Williams,563,Spain,Male,32,6,0,2,1,1,19720.08,0
1887,15566958,Carol,Jones,667,Spain,Male,39,7,167557.12,1,1,1,41183.02,0
1888,15680918,Eva,Johnson,613,Spain,Male,34,8,117300.02,1,1,0,139410.08,0
1889,15663921,Jack,Smith,429,France,Male,60,7,0,2,1,1,163691.48,0
1890,15716324,Hank,Smith,665,France,Female,23,9,143672.9,1,1,1,115147.33,0
1891,15796969,Bob,Brown,731,France,Male,33,4,0,2,1,1,74945.11,0
1892,15574783,Frank,Taylor,584,France,Female,37,1,0,2,1,1,180363.56,0
1893,15773487,Eva,Johnson,634,Germany,Female,31,8,76798.92,1,0,0,196021.73,0
1894,15802486,Jack,Smith,488,France,Male,34,3,0,2,1,1,125979.36,0
1895,15783398,Ivy,Garcia,535,Spain,Female,49,7,115309.75,1,1,0,111421.77,0
